id,customer_id,item_id,seller_id,good_id,seller_raiting,payment_type,bonus,date
972,44,33,185,31,5,cashless payment,30,2024-01-11
973,276,97,14,35,3,cash payment,21,2024-01-24
974,923,63,68,31,3,in installments,37,2024-01-13
975,530,83,199,65,5,in installments,16,2024-01-25
976,435,94,96,80,3,in installments,8,2024-01-06
977,603,49,154,41,3,cashless payment,12,2024-01-15
978,897,50,107,195,1,cashless payment,24,2024-01-20
979,522,18,152,139,2,in installments,10,2024-01-02
980,449,55,130,132,2,in installments,8,2024-01-05
981,486,58,16,48,4,cashless payment,35,2024-01-22
982,593,100,129,159,3,cash payment,38,2024-01-16
983,28,99,75,77,2,cashless payment,44,2024-01-02
984,320,21,191,144,2,cash payment,6,2024-01-02
985,753,16,184,51,5,in installments,24,2024-01-15
986,554,50,32,91,2,in installments,16,2024-01-28
987,469,100,196,49,3,cashless payment,36,2024-01-26
988,848,55,22,68,4,in installments,1,2024-01-09
989,359,3,192,166,3,cashless payment,6,2024-01-01
990,626,40,124,68,2,cash payment,15,2024-01-12
991,884,31,152,132,1,in installments,33,2024-01-24
992,828,70,5,172,2,in installments,15,2024-01-05
993,257,89,36,12,2,in installments,41,2024-01-08
994,786,43,135,55,5,cashless payment,41,2024-01-07
995,44,83,22,138,2,cash payment,11,2024-01-02
996,245,25,3,95,2,cash payment,30,2024-01-16
997,425,91,43,45,5,cashless payment,42,2024-01-22
998,447,23,98,178,5,in installments,24,2024-01-14
999,356,66,77,96,1,cashless payment,8,2024-01-24
1000,680,52,167,93,1,cashless payment,27,2024-01-19
1001,4,98,45,92,3,cash payment,16,2024-01-30
1002,577,67,10,101,2,cash payment,2,2024-01-19
1003,180,62,8,143,5,cash payment,24,2024-01-20
1004,266,33,115,58,5,cashless payment,47,2024-01-14
1005,186,21,108,44,5,cashless payment,46,2024-01-19
1006,903,91,198,183,3,cash payment,26,2024-01-23
1007,279,87,78,6,2,in installments,17,2024-01-18
1008,884,55,117,54,1,in installments,6,2024-01-18
1009,46,3,120,130,2,cash payment,7,2024-01-14
1010,699,57,75,98,5,in installments,29,2024-01-16
1011,568,47,165,171,2,in installments,30,2024-01-03
1012,579,66,26,73,1,cashless payment,33,2024-01-04
1013,825,43,179,69,1,cashless payment,31,2024-01-30
1014,997,20,136,140,5,in installments,13,2024-01-26
1015,378,47,29,142,1,cashless payment,35,2024-01-14
1016,280,64,77,158,4,cash payment,20,2024-01-30
1017,743,95,39,65,2,cashless payment,28,2024-01-23
1018,819,86,162,2,1,cash payment,18,2024-01-12
1019,906,5,27,20,3,cash payment,34,2024-01-28
1020,389,36,7,101,4,cash payment,19,2024-01-07
1021,742,24,141,179,4,in installments,45,2024-01-09
1022,869,10,57,154,5,cash payment,36,2024-01-27
1023,706,70,33,50,5,in installments,44,2024-01-09
1024,879,31,130,155,3,cashless payment,47,2024-01-20
1025,272,93,182,67,5,cash payment,29,2024-01-01
1026,797,98,92,20,3,in installments,41,2024-01-25
1027,848,46,133,111,1,cash payment,29,2024-01-29
1028,960,54,108,33,1,in installments,46,2024-01-13
1029,811,26,104,103,3,cash payment,28,2024-01-06
1030,791,74,153,105,4,cashless payment,31,2024-01-01
1031,212,64,80,35,2,cashless payment,26,2024-01-18
1032,893,80,118,148,2,cash payment,41,2024-01-11
1033,450,49,76,79,3,cash payment,47,2024-01-30
1034,219,39,112,116,2,cash payment,36,2024-01-14
1035,129,97,137,168,4,cashless payment,33,2024-01-26
1036,242,91,37,88,4,in installments,46,2024-01-19
1037,625,100,35,70,3,cashless payment,47,2024-01-19
1038,776,71,87,99,3,cashless payment,32,2024-01-17
1039,368,43,3,162,2,cashless payment,30,2024-01-16
1040,480,87,70,178,2,in installments,17,2024-01-01
1041,568,85,198,198,4,in installments,48,2024-01-27
1042,531,49,99,100,2,cashless payment,30,2024-01-20
1043,404,71,151,196,5,cash payment,15,2024-01-23
1044,44,44,3,89,1,cash payment,43,2024-01-24
1045,580,46,39,14,3,cashless payment,21,2024-01-28
1046,682,69,95,10,2,cashless payment,43,2024-01-19
1047,806,90,1,56,2,cashless payment,38,2024-01-04
1048,321,43,183,9,5,cash payment,30,2024-01-13
1049,471,98,114,198,5,cash payment,48,2024-01-06
1050,825,33,165,10,1,cashless payment,39,2024-01-28
1051,937,30,168,48,5,in installments,6,2024-01-12
1052,546,14,97,125,1,cashless payment,3,2024-01-07
1053,955,48,116,58,2,cash payment,19,2024-01-23
1054,440,16,142,191,1,cash payment,14,2024-01-13
1055,598,91,108,85,3,cashless payment,23,2024-01-03
1056,789,69,122,89,1,cashless payment,44,2024-01-03
1057,596,2,174,189,4,in installments,26,2024-01-21
1058,711,59,156,70,4,cashless payment,26,2024-01-17
1059,976,73,73,165,4,cash payment,25,2024-01-19
1060,389,52,199,73,3,cash payment,29,2024-01-05
1061,615,54,126,114,1,cashless payment,21,2024-01-13
1062,789,79,64,174,5,in installments,5,2024-01-07
1063,131,16,22,60,2,in installments,1,2024-01-26
1064,505,9,147,135,3,cash payment,9,2024-01-26
1065,178,22,16,33,1,cash payment,17,2024-01-21
1066,949,20,5,4,3,cash payment,24,2024-01-09
1067,220,97,94,3,5,cashless payment,20,2024-01-15
1068,386,37,145,42,2,in installments,2,2024-01-24
1069,229,88,20,112,3,in installments,49,2024-01-16
1070,614,62,41,198,5,cash payment,31,2024-01-27
1071,448,43,141,181,2,cashless payment,23,2024-01-27
1072,178,80,107,69,2,in installments,28,2024-01-18
1073,745,9,108,181,2,in installments,22,2024-01-27
1074,342,99,89,2,2,cash payment,24,2024-01-10
1075,764,53,117,38,2,cash payment,19,2024-01-25
1076,537,3,60,117,1,cashless payment,7,2024-01-10
1077,934,84,192,94,2,cashless payment,6,2024-01-23
1078,283,83,110,174,5,cash payment,31,2024-01-27
1079,191,34,16,48,1,cashless payment,32,2024-01-28
1080,775,8,49,39,4,cashless payment,40,2024-01-27
1081,235,81,184,178,1,cash payment,50,2024-01-03
1082,632,42,102,33,2,in installments,22,2024-01-23
1083,771,96,37,108,5,cashless payment,32,2024-01-11
1084,145,28,7,7,4,cashless payment,20,2024-01-20
1085,1000,35,43,37,3,cash payment,29,2024-01-09
1086,617,36,130,91,4,cashless payment,0,2024-01-20
1087,345,44,119,81,1,in installments,14,2024-01-18
1088,684,65,54,193,3,cashless payment,19,2024-01-24
1089,660,6,116,153,2,cash payment,35,2024-01-22
1090,360,31,173,146,2,cashless payment,14,2024-01-25
1091,216,7,130,195,1,cashless payment,37,2024-01-20
1092,11,7,132,99,1,cashless payment,3,2024-01-07
1093,469,23,103,82,4,cashless payment,17,2024-01-25
1094,414,98,191,106,1,cash payment,7,2024-01-12
1095,943,62,3,172,2,cash payment,0,2024-01-24
1096,405,55,26,144,1,in installments,41,2024-01-19
1097,217,11,129,103,4,cashless payment,39,2024-01-18
1098,705,28,141,46,3,cash payment,15,2024-01-26
1099,624,69,73,48,4,cash payment,44,2024-01-22
1100,474,36,37,62,1,in installments,31,2024-01-20
1101,163,92,161,77,1,cashless payment,43,2024-01-08
1102,663,87,109,152,4,in installments,38,2024-01-01
1103,883,8,124,157,5,cash payment,14,2024-01-25
1104,731,3,1,125,3,in installments,34,2024-01-24
1105,710,10,44,85,4,cash payment,32,2024-01-17
1106,957,31,115,116,4,cash payment,18,2024-01-05
1107,930,67,86,18,5,cashless payment,13,2024-01-05
1108,564,6,74,66,2,in installments,2,2024-01-27
1109,371,92,153,103,5,cash payment,30,2024-01-12
1110,713,60,39,140,1,cashless payment,45,2024-01-30
1111,199,22,15,139,5,cashless payment,12,2024-01-17
1112,682,73,132,188,2,in installments,48,2024-01-22
1113,181,2,77,61,2,in installments,10,2024-01-17
1114,705,92,19,191,5,cash payment,19,2024-01-26
1115,634,85,138,117,5,cash payment,9,2024-01-11
1116,854,94,178,60,5,in installments,50,2024-01-25
1117,357,70,190,160,5,cashless payment,32,2024-01-18
1118,901,11,66,170,1,in installments,34,2024-01-20
1119,236,80,23,149,1,in installments,39,2024-01-02
1120,171,31,134,110,1,in installments,38,2024-01-14
1121,700,67,127,47,4,cash payment,19,2024-01-23
1122,170,66,57,106,2,cashless payment,47,2024-01-29
1123,727,3,197,56,5,cashless payment,13,2024-01-24
1124,610,99,18,20,2,cash payment,22,2024-01-24
1125,284,96,60,24,4,cash payment,23,2024-01-15
1126,919,1,163,194,4,in installments,16,2024-01-12
1127,130,37,123,94,2,in installments,28,2024-01-03
1128,22,44,137,107,5,cash payment,27,2024-01-01
1129,657,44,45,185,3,cashless payment,42,2024-01-11
1130,493,9,79,79,5,cash payment,37,2024-01-02
1131,744,88,16,46,1,cash payment,29,2024-01-05
1132,718,77,28,79,3,cash payment,20,2024-01-29
1133,934,91,66,52,2,cash payment,38,2024-01-22
1134,375,70,153,100,4,in installments,25,2024-01-11
1135,538,16,116,86,2,cashless payment,19,2024-01-15
1136,961,91,184,183,5,cashless payment,32,2024-01-21
1137,580,77,188,46,1,cash payment,3,2024-01-18
1138,100,56,28,157,4,cash payment,45,2024-01-06
1139,623,56,36,28,5,cashless payment,28,2024-01-08
1140,864,86,27,43,4,cashless payment,5,2024-01-24
1141,155,88,121,144,3,cash payment,45,2024-01-23
1142,456,24,100,140,1,cashless payment,43,2024-01-14
1143,484,20,101,103,3,cash payment,44,2024-01-18
1144,777,30,131,55,2,cash payment,47,2024-01-01
1145,471,56,180,78,4,cash payment,8,2024-01-15
1146,99,63,24,34,4,in installments,44,2024-01-28
1147,256,85,124,65,2,cashless payment,33,2024-01-03
1148,73,92,97,122,3,cash payment,0,2024-01-14
1149,891,47,52,198,3,in installments,36,2024-01-11
1150,251,5,74,140,1,cashless payment,40,2024-01-25
1151,904,20,79,121,1,cash payment,8,2024-01-03
1152,479,75,68,70,3,cashless payment,29,2024-01-20
1153,543,30,151,73,1,in installments,40,2024-01-07
1154,814,30,80,127,5,in installments,12,2024-01-30
1155,954,33,12,16,5,cash payment,43,2024-01-29
1156,128,11,169,147,1,in installments,20,2024-01-13
1157,173,18,93,53,4,cashless payment,47,2024-01-23
1158,712,58,91,143,2,in installments,45,2024-01-16
1159,81,61,166,27,5,cash payment,20,2024-01-11
1160,899,1,98,82,1,cashless payment,6,2024-01-25
1161,841,68,171,92,2,cash payment,43,2024-01-01
1162,777,82,166,166,1,cash payment,0,2024-01-01
1163,653,99,158,71,2,cashless payment,37,2024-01-21
1164,920,12,61,53,4,cashless payment,43,2024-01-06
1165,764,63,132,134,5,cash payment,42,2024-01-24
1166,172,64,27,137,5,in installments,33,2024-01-04
1167,563,16,112,77,3,cash payment,14,2024-01-12
1168,334,42,70,173,1,cashless payment,17,2024-01-08
1169,26,18,30,44,4,in installments,27,2024-01-08
1170,889,84,95,12,4,cashless payment,9,2024-01-04
1171,454,45,126,178,2,cash payment,17,2024-01-10
1172,55,97,191,83,2,cashless payment,11,2024-01-09
1173,760,92,144,196,2,cashless payment,48,2024-01-12
1174,831,85,158,87,2,cashless payment,45,2024-01-29
1175,477,63,88,92,1,cashless payment,23,2024-01-05
1176,665,90,41,158,4,in installments,11,2024-01-28
1177,574,61,79,29,5,cashless payment,31,2024-01-14
1178,868,84,174,107,4,in installments,20,2024-01-09
1179,504,18,157,194,1,cashless payment,45,2024-01-25
1180,337,29,146,18,1,cash payment,1,2024-01-02
1181,599,95,141,174,1,cash payment,40,2024-01-27
1182,559,44,37,118,3,cashless payment,18,2024-01-13
1183,292,58,170,198,5,in installments,24,2024-01-08
1184,128,3,84,94,5,cash payment,10,2024-01-16
1185,976,90,76,118,4,in installments,45,2024-01-08
1186,84,98,62,1,4,cashless payment,10,2024-01-23
1187,182,58,103,138,5,cashless payment,15,2024-01-26
1188,139,98,191,200,2,cash payment,28,2024-01-02
1189,94,32,111,172,2,cash payment,30,2024-01-25
1190,590,100,74,58,5,in installments,4,2024-01-22
1191,158,17,134,200,1,cash payment,42,2024-01-22
1192,535,13,183,53,3,cashless payment,47,2024-01-01
1193,77,79,174,132,5,cash payment,29,2024-01-04
1194,486,51,109,134,1,cash payment,20,2024-01-27
1195,601,24,158,93,3,cashless payment,6,2024-01-08
1196,912,59,146,156,5,cashless payment,6,2024-01-03
1197,869,3,154,173,5,in installments,39,2024-01-14
1198,842,68,118,123,2,cashless payment,48,2024-01-17
1199,115,100,143,83,4,cash payment,45,2024-01-20
1200,788,49,94,194,5,cashless payment,35,2024-01-08
1201,912,97,110,56,1,cashless payment,23,2024-01-18
1202,349,92,148,51,5,in installments,23,2024-01-30
1203,30,33,48,151,5,in installments,12,2024-01-15
1204,999,78,45,24,4,in installments,13,2024-01-08
1205,532,56,197,140,3,cashless payment,28,2024-01-30
1206,355,86,114,3,1,cashless payment,16,2024-01-03
1207,278,52,50,90,5,cashless payment,17,2024-01-12
1208,600,21,98,136,2,cash payment,30,2024-01-08
1209,361,62,95,157,2,cash payment,24,2024-01-20
1210,106,66,129,55,4,in installments,6,2024-01-29
1211,722,70,20,104,1,cashless payment,9,2024-01-22
1212,300,77,76,155,4,cash payment,26,2024-01-19
1213,264,90,156,39,5,in installments,49,2024-01-27
1214,139,18,186,92,4,cash payment,15,2024-01-23
1215,548,72,186,11,1,cashless payment,38,2024-01-23
1216,380,92,183,69,2,in installments,20,2024-01-26
1217,862,85,67,97,5,cashless payment,23,2024-01-04
1218,871,43,1,94,1,cash payment,48,2024-01-04
1219,339,35,178,118,3,cash payment,49,2024-01-05
1220,596,89,145,165,1,cash payment,41,2024-01-02
1221,970,67,41,147,5,cashless payment,6,2024-01-16
1222,423,19,133,1,3,cash payment,48,2024-01-06
1223,477,71,30,153,4,in installments,0,2024-01-19
1224,844,91,62,117,2,cashless payment,0,2024-01-19
1225,836,64,111,110,2,cash payment,5,2024-01-06
1226,838,84,6,68,5,in installments,21,2024-01-08
1227,479,69,181,28,2,cashless payment,33,2024-01-05
1228,596,41,91,31,3,cash payment,29,2024-01-09
1229,921,30,60,100,4,cashless payment,47,2024-01-19
1230,615,69,183,40,3,cash payment,19,2024-01-13
1231,334,93,28,17,3,in installments,49,2024-01-24
1232,8,1,154,115,1,cashless payment,18,2024-01-27
1233,140,93,15,145,1,cashless payment,31,2024-01-06
1234,958,81,142,190,3,in installments,15,2024-01-04
1235,811,36,178,89,5,cashless payment,11,2024-01-13
1236,459,78,25,18,2,in installments,36,2024-01-09
1237,521,6,80,99,1,in installments,12,2024-01-23
1238,309,74,167,120,4,in installments,2,2024-01-27
1239,190,5,3,163,3,cash payment,45,2024-01-02
1240,917,77,104,15,3,cashless payment,12,2024-01-26
1241,574,93,189,48,1,cash payment,30,2024-01-24
1242,166,20,94,71,2,cashless payment,16,2024-01-30
1243,63,58,192,124,4,in installments,39,2024-01-21
1244,932,4,175,62,5,cash payment,39,2024-01-26
1245,61,61,67,70,3,cashless payment,26,2024-01-20
1246,393,15,73,88,4,in installments,27,2024-01-13
1247,215,48,154,163,3,cash payment,48,2024-01-26
1248,203,5,194,171,1,cashless payment,46,2024-01-13
1249,770,60,71,107,2,cash payment,3,2024-01-12
1250,952,8,196,127,4,cash payment,6,2024-01-26
1251,240,29,175,102,5,cashless payment,17,2024-01-04
1252,202,20,191,169,4,cashless payment,49,2024-01-26
1253,101,79,153,118,3,in installments,24,2024-01-12
1254,11,87,11,15,4,cash payment,15,2024-01-04
1255,620,62,133,18,3,cashless payment,30,2024-01-21
1256,346,51,65,133,4,cash payment,5,2024-01-25
1257,297,27,76,51,4,cashless payment,31,2024-01-18
1258,887,59,78,76,4,in installments,16,2024-01-01
1259,95,26,109,13,3,cash payment,29,2024-01-02
1260,860,35,76,93,1,in installments,31,2024-01-18
1261,210,20,59,32,4,cash payment,43,2024-01-20
1262,99,35,199,6,4,cashless payment,8,2024-01-07
1263,72,71,115,199,4,in installments,22,2024-01-19
1264,605,89,157,112,2,cash payment,46,2024-01-14
1265,513,38,144,7,2,cash payment,31,2024-01-28
1266,226,83,117,34,2,in installments,30,2024-01-27
1267,745,97,160,192,5,cashless payment,14,2024-01-08
1268,691,40,40,20,3,in installments,22,2024-01-21
1269,645,77,55,155,4,in installments,29,2024-01-14
1270,532,59,152,9,5,in installments,1,2024-01-22
1271,609,62,139,187,1,in installments,31,2024-01-10
1272,473,36,124,36,4,cash payment,26,2024-01-05
1273,89,31,167,67,2,in installments,17,2024-01-10
1274,856,11,46,163,2,cashless payment,7,2024-01-20
1275,256,24,90,33,1,cash payment,19,2024-01-11
1276,851,66,143,157,1,in installments,44,2024-01-24
1277,499,87,185,157,1,in installments,23,2024-01-03
1278,805,87,49,11,4,cash payment,18,2024-01-27
1279,253,69,111,71,3,cash payment,20,2024-01-30
1280,596,10,14,82,3,cashless payment,12,2024-01-28
1281,735,73,187,103,2,cashless payment,11,2024-01-09
1282,31,31,117,174,1,cashless payment,16,2024-01-10
1283,419,44,129,44,4,cash payment,19,2024-01-05
1284,197,57,142,104,2,cash payment,20,2024-01-25
1285,142,29,125,9,5,cash payment,34,2024-01-17
1286,147,98,165,130,3,cashless payment,4,2024-01-28
1287,277,30,104,49,5,in installments,14,2024-01-27
1288,61,91,93,177,4,cashless payment,31,2024-01-10
1289,745,4,166,179,4,cashless payment,19,2024-01-19
1290,626,4,13,11,5,cashless payment,32,2024-01-30
1291,899,88,56,83,3,cashless payment,35,2024-01-08
1292,253,74,142,146,3,cash payment,19,2024-01-04
1293,124,11,83,98,4,cash payment,2,2024-01-06
1294,800,53,54,155,1,in installments,29,2024-01-27
1295,885,85,115,133,4,in installments,49,2024-01-28
1296,678,29,21,15,1,in installments,48,2024-01-29
1297,567,93,56,147,3,in installments,47,2024-01-26
1298,192,23,70,7,1,cashless payment,18,2024-01-06
1299,378,87,142,189,2,in installments,42,2024-01-20
1300,174,15,146,157,4,cashless payment,2,2024-01-01
1301,724,56,8,140,5,cashless payment,50,2024-01-08
1302,113,87,100,80,4,cash payment,39,2024-01-15
1303,45,43,22,158,1,in installments,20,2024-01-08
1304,41,22,35,144,1,cashless payment,46,2024-01-17
1305,718,41,45,94,5,in installments,31,2024-01-28
1306,940,30,41,101,4,cash payment,40,2024-01-14
1307,777,15,101,48,3,cash payment,41,2024-01-13
1308,172,64,141,48,4,in installments,12,2024-01-09
1309,789,27,95,90,1,cashless payment,2,2024-01-21
1310,897,13,144,61,4,cashless payment,31,2024-01-14
1311,292,56,14,135,1,cashless payment,39,2024-01-12
1312,767,67,31,138,1,cash payment,0,2024-01-14
1313,19,73,131,60,4,cash payment,9,2024-01-08
1314,20,99,47,192,2,cashless payment,41,2024-01-13
1315,709,70,165,128,1,cash payment,37,2024-01-17
1316,591,11,16,39,1,cashless payment,27,2024-01-28
1317,585,27,187,120,3,cashless payment,12,2024-01-16
1318,808,1,182,69,2,cashless payment,33,2024-01-12
1319,232,73,21,5,2,cashless payment,33,2024-01-16
1320,697,48,198,19,2,in installments,21,2024-01-11
1321,186,55,112,40,2,cash payment,34,2024-01-20
1322,25,100,118,107,5,cashless payment,43,2024-01-28
1323,377,53,113,198,4,cashless payment,43,2024-01-04
1324,572,84,140,70,5,in installments,0,2024-01-29
1325,122,40,156,146,2,in installments,33,2024-01-04
1326,86,96,75,123,5,cashless payment,38,2024-01-04
1327,849,45,122,53,2,cash payment,15,2024-01-09
1328,915,23,104,111,3,cash payment,24,2024-01-29
1329,386,96,143,98,3,in installments,28,2024-01-07
1330,623,84,64,127,3,in installments,1,2024-01-20
1331,490,82,31,65,3,in installments,37,2024-01-21
1332,322,79,118,47,4,cashless payment,13,2024-01-10
1333,82,47,109,67,3,cash payment,47,2024-01-14
1334,828,24,145,111,3,cashless payment,8,2024-01-03
1335,7,68,14,18,4,in installments,42,2024-01-26
1336,922,83,126,182,2,in installments,33,2024-01-18
1337,223,95,159,60,1,cash payment,26,2024-01-18
1338,214,52,138,110,3,cash payment,22,2024-01-14
1339,62,45,124,70,5,in installments,7,2024-01-17
1340,425,92,182,13,5,in installments,47,2024-01-28
1341,766,54,160,185,5,in installments,9,2024-01-24
1342,351,32,192,62,2,cash payment,8,2024-01-21
1343,464,39,200,115,3,cashless payment,41,2024-01-10
1344,32,60,158,90,5,cash payment,42,2024-01-13
1345,860,6,191,88,4,cashless payment,15,2024-01-20
1346,727,69,30,113,2,cash payment,49,2024-01-27
1347,950,25,129,10,2,cashless payment,3,2024-01-23
1348,841,93,71,138,4,cashless payment,1,2024-01-20
1349,933,55,60,162,1,cashless payment,25,2024-01-14
1350,765,94,49,104,5,cash payment,49,2024-01-22
1351,978,12,101,96,4,in installments,3,2024-01-18
1352,947,50,104,115,3,cashless payment,38,2024-01-11
1353,200,75,132,48,2,cash payment,37,2024-01-20
1354,922,38,134,81,4,cashless payment,22,2024-01-23
1355,828,40,22,1,4,cash payment,50,2024-01-27
1356,256,50,160,72,5,cash payment,12,2024-01-20
1357,888,95,84,68,2,cash payment,10,2024-01-16
1358,117,100,32,144,2,in installments,46,2024-01-29
1359,464,58,179,154,3,cashless payment,23,2024-01-23
1360,489,38,141,88,1,cashless payment,29,2024-01-27
1361,987,17,191,9,3,in installments,20,2024-01-16
1362,959,78,139,89,4,cashless payment,5,2024-01-01
1363,774,80,188,47,4,cashless payment,12,2024-01-14
1364,83,5,135,162,5,cash payment,13,2024-01-14
1365,590,15,54,109,2,cash payment,21,2024-01-06
1366,348,26,191,193,2,cashless payment,3,2024-01-12
1367,875,39,54,200,1,cashless payment,19,2024-01-30
1368,16,41,132,45,3,in installments,10,2024-01-20
1369,8,69,91,160,4,cash payment,50,2024-01-13
1370,788,55,40,45,1,in installments,32,2024-01-19
1371,990,68,95,104,3,in installments,48,2024-01-09
1372,630,35,92,87,5,cash payment,25,2024-01-13
1373,84,52,20,194,1,cashless payment,34,2024-01-15
1374,661,16,148,72,1,in installments,42,2024-01-12
1375,814,29,190,63,3,in installments,12,2024-01-22
1376,388,75,24,73,3,cashless payment,29,2024-01-13
1377,504,5,9,90,2,in installments,24,2024-01-25
1378,529,48,149,32,5,cash payment,46,2024-01-19
1379,350,51,183,94,3,cash payment,21,2024-01-16
1380,321,14,35,88,4,in installments,42,2024-01-23
1381,912,71,13,25,5,cash payment,19,2024-01-24
1382,603,15,61,174,1,in installments,4,2024-01-12
1383,395,50,109,179,2,cash payment,8,2024-01-15
1384,528,89,95,116,5,in installments,32,2024-01-07
1385,405,98,169,169,2,cashless payment,41,2024-01-09
1386,365,35,114,84,3,in installments,5,2024-01-03
1387,576,40,154,61,3,cash payment,18,2024-01-30
1388,38,51,112,139,1,cashless payment,8,2024-01-19
1389,323,100,137,21,2,cash payment,45,2024-01-24
1390,392,33,111,173,3,in installments,2,2024-01-04
1391,406,71,180,109,4,cash payment,6,2024-01-09
1392,354,9,82,171,5,cashless payment,46,2024-01-07
1393,291,88,12,179,4,cashless payment,18,2024-01-01
1394,453,100,77,178,4,cash payment,30,2024-01-01
1395,139,89,132,5,1,cash payment,5,2024-01-04
1396,740,61,94,188,2,cash payment,0,2024-01-01
1397,676,24,174,41,3,in installments,17,2024-01-08
1398,309,92,120,108,3,cashless payment,8,2024-01-07
1399,547,28,17,54,2,cash payment,45,2024-01-10
1400,530,26,26,82,3,cashless payment,43,2024-01-09
1401,104,41,169,46,5,cash payment,24,2024-01-21
1402,339,9,161,36,4,cashless payment,5,2024-01-24
1403,715,23,53,185,4,cash payment,37,2024-01-09
1404,333,9,173,197,4,cashless payment,48,2024-01-24
1405,983,73,187,128,4,cash payment,32,2024-01-13
1406,865,31,74,121,5,cash payment,32,2024-01-28
1407,816,24,138,153,5,in installments,35,2024-01-27
1408,711,27,68,75,1,cash payment,7,2024-01-01
1409,638,46,70,191,3,cash payment,12,2024-01-30
1410,739,68,46,101,3,cash payment,46,2024-01-08
1411,882,68,147,116,5,in installments,19,2024-01-09
1412,120,25,22,129,2,cash payment,28,2024-01-14
1413,921,51,157,128,1,in installments,34,2024-01-16
1414,70,95,32,182,5,in installments,36,2024-01-08
1415,269,41,113,35,1,in installments,37,2024-01-29
1416,884,95,157,69,2,cash payment,3,2024-01-27
1417,778,38,95,198,1,cash payment,41,2024-01-23
1418,644,95,34,112,1,cash payment,46,2024-01-19
1419,591,30,113,121,1,cash payment,45,2024-01-10
1420,348,23,102,97,1,in installments,12,2024-01-02
1421,995,32,179,178,3,in installments,28,2024-01-16
1422,830,60,129,68,5,cash payment,14,2024-01-28
1423,707,10,109,80,1,cashless payment,10,2024-01-07
1424,227,39,128,167,5,cashless payment,11,2024-01-13
1425,870,100,120,170,5,cash payment,10,2024-01-17
1426,95,96,6,163,4,cashless payment,36,2024-01-19
1427,963,78,71,162,4,in installments,31,2024-01-29
1428,461,61,9,124,3,cash payment,30,2024-01-12
1429,641,34,153,174,5,cash payment,44,2024-01-15
1430,707,46,132,175,3,cashless payment,25,2024-01-06
1431,781,98,50,96,5,in installments,1,2024-01-09
1432,14,65,133,43,5,cashless payment,28,2024-01-11
1433,431,57,17,92,4,cashless payment,20,2024-01-22
1434,636,37,110,195,3,in installments,46,2024-01-18
1435,215,73,46,16,3,cash payment,44,2024-01-18
1436,557,40,46,55,1,in installments,45,2024-01-05
1437,709,58,36,138,3,cashless payment,1,2024-01-28
1438,779,81,74,113,3,cashless payment,17,2024-01-05
1439,630,13,77,13,1,cashless payment,23,2024-01-30
1440,381,18,78,85,2,in installments,13,2024-01-21
1441,55,39,90,198,4,in installments,7,2024-01-07
1442,537,97,148,167,1,cashless payment,4,2024-01-21
1443,972,2,130,66,4,in installments,1,2024-01-28
1444,45,61,17,30,1,in installments,31,2024-01-16
1445,585,22,186,83,2,cash payment,17,2024-01-06
1446,669,94,186,175,1,cashless payment,45,2024-01-04
1447,852,24,127,63,4,cash payment,7,2024-01-23
1448,984,71,38,14,1,cash payment,7,2024-01-28
1449,842,76,105,5,3,cash payment,17,2024-01-22
1450,176,30,40,2,1,cash payment,9,2024-01-02
1451,540,7,183,114,4,in installments,14,2024-01-22
1452,619,32,110,173,4,cash payment,48,2024-01-10
1453,803,73,174,51,5,cash payment,25,2024-01-03
1454,550,16,194,88,5,cashless payment,17,2024-01-09
1455,416,60,122,53,5,in installments,17,2024-01-20
1456,799,80,71,138,4,in installments,38,2024-01-01
1457,179,93,64,83,4,cash payment,49,2024-01-07
1458,710,37,160,93,2,cash payment,10,2024-01-12
1459,488,13,158,177,1,cashless payment,38,2024-01-12
1460,695,25,147,20,3,in installments,28,2024-01-22
1461,358,18,16,40,3,in installments,17,2024-01-25
1462,340,5,192,45,3,cash payment,35,2024-01-20
1463,584,62,80,29,4,cashless payment,20,2024-01-03
1464,37,38,93,97,5,cash payment,31,2024-01-10
1465,882,94,58,47,2,cash payment,28,2024-01-12
1466,514,99,186,191,5,cash payment,47,2024-01-17
1467,261,12,50,180,3,cash payment,17,2024-01-18
1468,614,57,194,81,4,cash payment,30,2024-01-15
1469,278,71,130,88,4,cash payment,32,2024-01-11
1470,193,68,140,46,1,cashless payment,43,2024-01-14
1471,188,8,119,125,5,cashless payment,42,2024-01-21
1472,417,30,82,199,5,cash payment,19,2024-01-06
1473,632,62,148,120,5,cashless payment,38,2024-01-07
1474,642,97,17,70,3,cashless payment,24,2024-01-07
1475,519,43,6,164,5,cashless payment,0,2024-01-18
1476,383,8,132,160,4,cashless payment,8,2024-01-24
1477,162,31,24,132,5,cash payment,12,2024-01-17
1478,918,24,30,198,1,cashless payment,50,2024-01-15
1479,295,19,47,31,5,in installments,47,2024-01-03
1480,101,79,61,175,2,cash payment,29,2024-01-29
1481,350,62,174,43,2,cash payment,27,2024-01-17
1482,127,53,36,158,5,cash payment,46,2024-01-10
1483,378,7,146,40,4,cashless payment,12,2024-01-02
1484,3,34,177,119,2,cashless payment,24,2024-01-22
1485,488,29,159,86,5,in installments,34,2024-01-21
1486,873,45,26,47,1,in installments,22,2024-01-03
1487,96,98,91,143,1,cash payment,31,2024-01-12
